id,date,domainId,serviceId,environment,costAmount
cost-12353,2025-11-24,clearwater-sales,rds,uat,36.08
cost-12354,2025-11-24,clearwater-sales,rds,prod,149.18
cost-12355,2025-11-24,clearwater-sales,s3,dev,15.42
cost-12356,2025-11-24,clearwater-sales,s3,uat,29.60
cost-12357,2025-11-24,clearwater-sales,s3,prod,113.38
cost-12358,2025-11-24,clearwater-sales,lambda,dev,43.56
cost-12359,2025-11-24,clearwater-sales,lambda,uat,69.39
cost-12360,2025-11-24,clearwater-sales,lambda,prod,300.80
cost-12361,2025-11-24,clearwater-sales,eks,dev,12.71
cost-12362,2025-11-24,clearwater-sales,eks,uat,22.90
cost-12363,2025-11-24,clearwater-sales,eks,prod,92.86
cost-12364,2025-11-24,clearwater-sales,cloudwatch,dev,9.16
cost-12365,2025-11-24,clearwater-sales,cloudwatch,uat,20.99
cost-12366,2025-11-24,clearwater-sales,cloudwatch,prod,62.86
cost-12367,2025-11-24,clearwater-collateral,ec2,dev,12.77
cost-12368,2025-11-24,clearwater-collateral,ec2,uat,32.47
cost-12369,2025-11-24,clearwater-collateral,ec2,prod,86.97
cost-12370,2025-11-24,clearwater-collateral,rds,dev,29.27
cost-12371,2025-11-24,clearwater-collateral,rds,uat,64.51
cost-12372,2025-11-24,clearwater-collateral,rds,prod,229.88
cost-12373,2025-11-24,clearwater-collateral,s3,dev,25.37
cost-12374,2025-11-24,clearwater-collateral,s3,uat,61.06
cost-12375,2025-11-24,clearwater-collateral,s3,prod,225.52
cost-12376,2025-11-24,clearwater-collateral,lambda,dev,7.03
cost-12377,2025-11-24,clearwater-collateral,lambda,uat,15.64
cost-12378,2025-11-24,clearwater-collateral,lambda,prod,45.61
cost-12379,2025-11-24,clearwater-collateral,eks,dev,7.61
cost-12380,2025-11-24,clearwater-collateral,eks,uat,11.36
cost-12381,2025-11-24,clearwater-collateral,eks,prod,40.02
cost-12382,2025-11-24,clearwater-collateral,cloudwatch,dev,4.03
cost-12383,2025-11-24,clearwater-collateral,cloudwatch,uat,8.40
cost-12384,2025-11-24,clearwater-collateral,cloudwatch,prod,34.44
cost-12385,2025-11-25,clearwater-trade,ec2,dev,94.72
cost-12386,2025-11-25,clearwater-trade,ec2,uat,225.90
cost-12387,2025-11-25,clearwater-trade,ec2,prod,765.61
cost-12388,2025-11-25,clearwater-trade,rds,dev,75.59
cost-12389,2025-11-25,clearwater-trade,rds,uat,154.67
cost-12390,2025-11-25,clearwater-trade,rds,prod,452.33
cost-12391,2025-11-25,clearwater-trade,s3,dev,14.11
cost-12392,2025-11-25,clearwater-trade,s3,uat,28.82
cost-12393,2025-11-25,clearwater-trade,s3,prod,100.29
cost-12394,2025-11-25,clearwater-trade,lambda,dev,31.83
cost-12395,2025-11-25,clearwater-trade,lambda,uat,55.33
cost-12396,2025-11-25,clearwater-trade,lambda,prod,231.04
cost-12397,2025-11-25,clearwater-trade,eks,dev,60.63
cost-12398,2025-11-25,clearwater-trade,eks,uat,106.34
cost-12399,2025-11-25,clearwater-trade,eks,prod,459.47
cost-12400,2025-11-25,clearwater-trade,cloudwatch,dev,13.01
cost-12401,2025-11-25,clearwater-trade,cloudwatch,uat,25.53
cost-12402,2025-11-25,clearwater-trade,cloudwatch,prod,98.14
cost-12403,2025-11-25,clearwater-settlement,ec2,dev,79.59
cost-12404,2025-11-25,clearwater-settlement,ec2,uat,163.57
cost-12405,2025-11-25,clearwater-settlement,ec2,prod,492.42
cost-12406,2025-11-25,clearwater-settlement,rds,dev,84.75
cost-12407,2025-11-25,clearwater-settlement,rds,uat,159.28
cost-12408,2025-11-25,clearwater-settlement,rds,prod,530.54
cost-12409,2025-11-25,clearwater-settlement,s3,dev,18.03
cost-12410,2025-11-25,clearwater-settlement,s3,uat,40.41
cost-12411,2025-11-25,clearwater-settlement,s3,prod,130.58
cost-12412,2025-11-25,clearwater-settlement,lambda,dev,31.19
cost-12413,2025-11-25,clearwater-settlement,lambda,uat,51.81
cost-12414,2025-11-25,clearwater-settlement,lambda,prod,178.29
cost-12415,2025-11-25,clearwater-settlement,eks,dev,41.31
cost-12416,2025-11-25,clearwater-settlement,eks,uat,71.03
cost-12417,2025-11-25,clearwater-settlement,eks,prod,229.16
cost-12418,2025-11-25,clearwater-settlement,cloudwatch,dev,11.88
cost-12419,2025-11-25,clearwater-settlement,cloudwatch,uat,25.80
cost-12420,2025-11-25,clearwater-settlement,cloudwatch,prod,97.06
cost-12421,2025-11-25,clearwater-sales,ec2,dev,36.93
cost-12422,2025-11-25,clearwater-sales,ec2,uat,59.66
cost-12423,2025-11-25,clearwater-sales,ec2,prod,249.99
cost-12424,2025-11-25,clearwater-sales,rds,dev,21.59
cost-12425,2025-11-25,clearwater-sales,rds,uat,44.19
cost-12426,2025-11-25,clearwater-sales,rds,prod,143.98
cost-12427,2025-11-25,clearwater-sales,s3,dev,13.61
cost-12428,2025-11-25,clearwater-sales,s3,uat,30.25
cost-12429,2025-11-25,clearwater-sales,s3,prod,120.47
cost-12430,2025-11-25,clearwater-sales,lambda,dev,33.89
cost-12431,2025-11-25,clearwater-sales,lambda,uat,70.16
cost-12432,2025-11-25,clearwater-sales,lambda,prod,243.23
cost-12433,2025-11-25,clearwater-sales,eks,dev,13.33
cost-12434,2025-11-25,clearwater-sales,eks,uat,25.53
cost-12435,2025-11-25,clearwater-sales,eks,prod,91.97
cost-12436,2025-11-25,clearwater-sales,cloudwatch,dev,9.12
cost-12437,2025-11-25,clearwater-sales,cloudwatch,uat,22.95
cost-12438,2025-11-25,clearwater-sales,cloudwatch,prod,66.64
cost-12439,2025-11-25,clearwater-collateral,ec2,dev,12.34
cost-12440,2025-11-25,clearwater-collateral,ec2,uat,31.02
cost-12441,2025-11-25,clearwater-collateral,ec2,prod,111.18
cost-12442,2025-11-25,clearwater-collateral,rds,dev,35.99
cost-12443,2025-11-25,clearwater-collateral,rds,uat,76.13
cost-12444,2025-11-25,clearwater-collateral,rds,prod,253.83
cost-12445,2025-11-25,clearwater-collateral,s3,dev,29.39
cost-12446,2025-11-25,clearwater-collateral,s3,uat,49.89
cost-12447,2025-11-25,clearwater-collateral,s3,prod,203.99
cost-12448,2025-11-25,clearwater-collateral,lambda,dev,8.29
cost-12449,2025-11-25,clearwater-collateral,lambda,uat,17.31
cost-12450,2025-11-25,clearwater-collateral,lambda,prod,52.19
cost-12451,2025-11-25,clearwater-collateral,eks,dev,6.45
cost-12452,2025-11-25,clearwater-collateral,eks,uat,15.17
cost-12453,2025-11-25,clearwater-collateral,eks,prod,46.63
cost-12454,2025-11-25,clearwater-collateral,cloudwatch,dev,4.42
cost-12455,2025-11-25,clearwater-collateral,cloudwatch,uat,9.63
cost-12456,2025-11-25,clearwater-collateral,cloudwatch,prod,32.12
cost-12457,2025-11-26,clearwater-trade,ec2,dev,112.74
cost-12458,2025-11-26,clearwater-trade,ec2,uat,211.67
cost-12459,2025-11-26,clearwater-trade,ec2,prod,605.98
cost-12460,2025-11-26,clearwater-trade,rds,dev,65.07
cost-12461,2025-11-26,clearwater-trade,rds,uat,127.84
cost-12462,2025-11-26,clearwater-trade,rds,prod,464.37
cost-12463,2025-11-26,clearwater-trade,s3,dev,13.34
cost-12464,2025-11-26,clearwater-trade,s3,uat,27.07
cost-12465,2025-11-26,clearwater-trade,s3,prod,89.82
cost-12466,2025-11-26,clearwater-trade,lambda,dev,25.57
cost-12467,2025-11-26,clearwater-trade,lambda,uat,64.96
cost-12468,2025-11-26,clearwater-trade,lambda,prod,221.61
cost-12469,2025-11-26,clearwater-trade,eks,dev,60.03
cost-12470,2025-11-26,clearwater-trade,eks,uat,99.41
cost-12471,2025-11-26,clearwater-trade,eks,prod,433.89
cost-12472,2025-11-26,clearwater-trade,cloudwatch,dev,12.75
cost-12473,2025-11-26,clearwater-trade,cloudwatch,uat,32.37
cost-12474,2025-11-26,clearwater-trade,cloudwatch,prod,109.70
cost-12475,2025-11-26,clearwater-settlement,ec2,dev,84.06
cost-12476,2025-11-26,clearwater-settlement,ec2,uat,144.19
cost-12477,2025-11-26,clearwater-settlement,ec2,prod,505.35
cost-12478,2025-11-26,clearwater-settlement,rds,dev,85.77
cost-12479,2025-11-26,clearwater-settlement,rds,uat,166.89
cost-12480,2025-11-26,clearwater-settlement,rds,prod,576.30
cost-12481,2025-11-26,clearwater-settlement,s3,dev,22.04
cost-12482,2025-11-26,clearwater-settlement,s3,uat,36.47
cost-12483,2025-11-26,clearwater-settlement,s3,prod,129.98
cost-12484,2025-11-26,clearwater-settlement,lambda,dev,31.92
cost-12485,2025-11-26,clearwater-settlement,lambda,uat,68.20
cost-12486,2025-11-26,clearwater-settlement,lambda,prod,234.82
cost-12487,2025-11-26,clearwater-settlement,eks,dev,40.55
cost-12488,2025-11-26,clearwater-settlement,eks,uat,64.80
cost-12489,2025-11-26,clearwater-settlement,eks,prod,271.87
cost-12490,2025-11-26,clearwater-settlement,cloudwatch,dev,13.61
cost-12491,2025-11-26,clearwater-settlement,cloudwatch,uat,24.67
cost-12492,2025-11-26,clearwater-settlement,cloudwatch,prod,86.46
cost-12493,2025-11-26,clearwater-sales,ec2,dev,36.45
cost-12494,2025-11-26,clearwater-sales,ec2,uat,73.48
cost-12495,2025-11-26,clearwater-sales,ec2,prod,256.72
cost-12496,2025-11-26,clearwater-sales,rds,dev,17.60
cost-12497,2025-11-26,clearwater-sales,rds,uat,34.09
cost-12498,2025-11-26,clearwater-sales,rds,prod,136.34
cost-12499,2025-11-26,clearwater-sales,s3,dev,14.15
cost-12500,2025-11-26,clearwater-sales,s3,uat,30.08
cost-12501,2025-11-26,clearwater-sales,s3,prod,107.71
cost-12502,2025-11-26,clearwater-sales,lambda,dev,37.89
cost-12503,2025-11-26,clearwater-sales,lambda,uat,78.24
cost-12504,2025-11-26,clearwater-sales,lambda,prod,305.18
cost-12505,2025-11-26,clearwater-sales,eks,dev,11.07
cost-12506,2025-11-26,clearwater-sales,eks,uat,25.41
cost-12507,2025-11-26,clearwater-sales,eks,prod,80.27
cost-12508,2025-11-26,clearwater-sales,cloudwatch,dev,8.81
cost-12509,2025-11-26,clearwater-sales,cloudwatch,uat,18.14
cost-12510,2025-11-26,clearwater-sales,cloudwatch,prod,73.80
cost-12511,2025-11-26,clearwater-collateral,ec2,dev,12.97
cost-12512,2025-11-26,clearwater-collateral,ec2,uat,30.37
cost-12513,2025-11-26,clearwater-collateral,ec2,prod,89.97
cost-12514,2025-11-26,clearwater-collateral,rds,dev,36.33
cost-12515,2025-11-26,clearwater-collateral,rds,uat,71.74
cost-12516,2025-11-26,clearwater-collateral,rds,prod,199.87
cost-12517,2025-11-26,clearwater-collateral,s3,dev,27.72
cost-12518,2025-11-26,clearwater-collateral,s3,uat,58.28
cost-12519,2025-11-26,clearwater-collateral,s3,prod,190.30
cost-12520,2025-11-26,clearwater-collateral,lambda,dev,6.47
cost-12521,2025-11-26,clearwater-collateral,lambda,uat,13.99
cost-12522,2025-11-26,clearwater-collateral,lambda,prod,51.50
cost-12523,2025-11-26,clearwater-collateral,eks,dev,7.14
cost-12524,2025-11-26,clearwater-collateral,eks,uat,13.86
cost-12525,2025-11-26,clearwater-collateral,eks,prod,44.51
cost-12526,2025-11-26,clearwater-collateral,cloudwatch,dev,5.10
cost-12527,2025-11-26,clearwater-collateral,cloudwatch,uat,8.58
cost-12528,2025-11-26,clearwater-collateral,cloudwatch,prod,32.64
cost-12529,2025-11-27,clearwater-trade,ec2,dev,102.37
cost-12530,2025-11-27,clearwater-trade,ec2,uat,223.80
cost-12531,2025-11-27,clearwater-trade,ec2,prod,739.43
cost-12532,2025-11-27,clearwater-trade,rds,dev,62.90
cost-12533,2025-11-27,clearwater-trade,rds,uat,125.75
cost-12534,2025-11-27,clearwater-trade,rds,prod,545.88
cost-12535,2025-11-27,clearwater-trade,s3,dev,14.10
cost-12536,2025-11-27,clearwater-trade,s3,uat,28.57
cost-12537,2025-11-27,clearwater-trade,s3,prod,88.18
cost-12538,2025-11-27,clearwater-trade,lambda,dev,26.99
cost-12539,2025-11-27,clearwater-trade,lambda,uat,56.07
cost-12540,2025-11-27,clearwater-trade,lambda,prod,202.37
cost-12541,2025-11-27,clearwater-trade,eks,dev,58.11
cost-12542,2025-11-27,clearwater-trade,eks,uat,102.22
cost-12543,2025-11-27,clearwater-trade,eks,prod,430.80
cost-12544,2025-11-27,clearwater-trade,cloudwatch,dev,13.49
cost-12545,2025-11-27,clearwater-trade,cloudwatch,uat,31.87
cost-12546,2025-11-27,clearwater-trade,cloudwatch,prod,89.26
cost-12547,2025-11-27,clearwater-settlement,ec2,dev,83.16
cost-12548,2025-11-27,clearwater-settlement,ec2,uat,157.23
cost-12549,2025-11-27,clearwater-settlement,ec2,prod,458.85
cost-12550,2025-11-27,clearwater-settlement,rds,dev,66.75
cost-12551,2025-11-27,clearwater-settlement,rds,uat,158.88
cost-12552,2025-11-27,clearwater-settlement,rds,prod,554.19
cost-12553,2025-11-27,clearwater-settlement,s3,dev,18.84
cost-12554,2025-11-27,clearwater-settlement,s3,uat,44.52
cost-12555,2025-11-27,clearwater-settlement,s3,prod,143.39
cost-12556,2025-11-27,clearwater-settlement,lambda,dev,26.99
cost-12557,2025-11-27,clearwater-settlement,lambda,uat,63.18
cost-12558,2025-11-27,clearwater-settlement,lambda,prod,228.24
cost-12559,2025-11-27,clearwater-settlement,eks,dev,40.46
cost-12560,2025-11-27,clearwater-settlement,eks,uat,81.53
cost-12561,2025-11-27,clearwater-settlement,eks,prod,290.26
cost-12562,2025-11-27,clearwater-settlement,cloudwatch,dev,11.38
cost-12563,2025-11-27,clearwater-settlement,cloudwatch,uat,22.98
cost-12564,2025-11-27,clearwater-settlement,cloudwatch,prod,77.39
cost-12565,2025-11-27,clearwater-sales,ec2,dev,36.89
cost-12566,2025-11-27,clearwater-sales,ec2,uat,70.47
cost-12567,2025-11-27,clearwater-sales,ec2,prod,216.73
cost-12568,2025-11-27,clearwater-sales,rds,dev,20.14
cost-12569,2025-11-27,clearwater-sales,rds,uat,34.20
cost-12570,2025-11-27,clearwater-sales,rds,prod,117.86
cost-12571,2025-11-27,clearwater-sales,s3,dev,14.63
cost-12572,2025-11-27,clearwater-sales,s3,uat,35.58
cost-12573,2025-11-27,clearwater-sales,s3,prod,124.34
cost-12574,2025-11-27,clearwater-sales,lambda,dev,33.40
cost-12575,2025-11-27,clearwater-sales,lambda,uat,71.72
cost-12576,2025-11-27,clearwater-sales,lambda,prod,296.05
cost-12577,2025-11-27,clearwater-sales,eks,dev,11.06
cost-12578,2025-11-27,clearwater-sales,eks,uat,22.38
cost-12579,2025-11-27,clearwater-sales,eks,prod,103.19
cost-12580,2025-11-27,clearwater-sales,cloudwatch,dev,11.47
cost-12581,2025-11-27,clearwater-sales,cloudwatch,uat,20.06
cost-12582,2025-11-27,clearwater-sales,cloudwatch,prod,75.99
cost-12583,2025-11-27,clearwater-collateral,ec2,dev,12.65
cost-12584,2025-11-27,clearwater-collateral,ec2,uat,31.38
cost-12585,2025-11-27,clearwater-collateral,ec2,prod,88.28
cost-12586,2025-11-27,clearwater-collateral,rds,dev,36.53
cost-12587,2025-11-27,clearwater-collateral,rds,uat,62.95
cost-12588,2025-11-27,clearwater-collateral,rds,prod,213.11
cost-12589,2025-11-27,clearwater-collateral,s3,dev,25.80
cost-12590,2025-11-27,clearwater-collateral,s3,uat,65.22
cost-12591,2025-11-27,clearwater-collateral,s3,prod,189.29
cost-12592,2025-11-27,clearwater-collateral,lambda,dev,6.64
cost-12593,2025-11-27,clearwater-collateral,lambda,uat,13.98
cost-12594,2025-11-27,clearwater-collateral,lambda,prod,47.11
cost-12595,2025-11-27,clearwater-collateral,eks,dev,6.79
cost-12596,2025-11-27,clearwater-collateral,eks,uat,13.24
cost-12597,2025-11-27,clearwater-collateral,eks,prod,47.85
cost-12598,2025-11-27,clearwater-collateral,cloudwatch,dev,4.10
cost-12599,2025-11-27,clearwater-collateral,cloudwatch,uat,8.39
cost-12600,2025-11-27,clearwater-collateral,cloudwatch,prod,32.58
cost-12601,2025-11-28,clearwater-trade,ec2,dev,106.68
cost-12602,2025-11-28,clearwater-trade,ec2,uat,216.60
cost-12603,2025-11-28,clearwater-trade,ec2,prod,707.80
cost-12604,2025-11-28,clearwater-trade,rds,dev,68.49
cost-12605,2025-11-28,clearwater-trade,rds,uat,123.73
cost-12606,2025-11-28,clearwater-trade,rds,prod,493.72
cost-12607,2025-11-28,clearwater-trade,s3,dev,16.15
cost-12608,2025-11-28,clearwater-trade,s3,uat,32.16
cost-12609,2025-11-28,clearwater-trade,s3,prod,94.87
cost-12610,2025-11-28,clearwater-trade,lambda,dev,28.96
cost-12611,2025-11-28,clearwater-trade,lambda,uat,54.38
cost-12612,2025-11-28,clearwater-trade,lambda,prod,219.21
cost-12613,2025-11-28,clearwater-trade,eks,dev,59.22
cost-12614,2025-11-28,clearwater-trade,eks,uat,103.93
cost-12615,2025-11-28,clearwater-trade,eks,prod,352.65
cost-12616,2025-11-28,clearwater-trade,cloudwatch,dev,15.72
cost-12617,2025-11-28,clearwater-trade,cloudwatch,uat,27.15
cost-12618,2025-11-28,clearwater-trade,cloudwatch,prod,93.25
cost-12619,2025-11-28,clearwater-settlement,ec2,dev,69.94
cost-12620,2025-11-28,clearwater-settlement,ec2,uat,132.50
cost-12621,2025-11-28,clearwater-settlement,ec2,prod,476.07
cost-12622,2025-11-28,clearwater-settlement,rds,dev,78.68
cost-12623,2025-11-28,clearwater-settlement,rds,uat,138.65
cost-12624,2025-11-28,clearwater-settlement,rds,prod,600.71
cost-12625,2025-11-28,clearwater-settlement,s3,dev,20.57
cost-12626,2025-11-28,clearwater-settlement,s3,uat,36.23
cost-12627,2025-11-28,clearwater-settlement,s3,prod,136.16
cost-12628,2025-11-28,clearwater-settlement,lambda,dev,29.63
cost-12629,2025-11-28,clearwater-settlement,lambda,uat,58.64
cost-12630,2025-11-28,clearwater-settlement,lambda,prod,235.95
cost-12631,2025-11-28,clearwater-settlement,eks,dev,32.35
cost-12632,2025-11-28,clearwater-settlement,eks,uat,76.10
cost-12633,2025-11-28,clearwater-settlement,eks,prod,291.22
cost-12634,2025-11-28,clearwater-settlement,cloudwatch,dev,12.46
cost-12635,2025-11-28,clearwater-settlement,cloudwatch,uat,26.22
cost-12636,2025-11-28,clearwater-settlement,cloudwatch,prod,94.72
cost-12637,2025-11-28,clearwater-sales,ec2,dev,31.55
cost-12638,2025-11-28,clearwater-sales,ec2,uat,65.88
cost-12639,2025-11-28,clearwater-sales,ec2,prod,254.35
cost-12640,2025-11-28,clearwater-sales,rds,dev,17.49
cost-12641,2025-11-28,clearwater-sales,rds,uat,34.59
cost-12642,2025-11-28,clearwater-sales,rds,prod,138.27
cost-12643,2025-11-28,clearwater-sales,s3,dev,17.33
cost-12644,2025-11-28,clearwater-sales,s3,uat,32.07
cost-12645,2025-11-28,clearwater-sales,s3,prod,112.96
cost-12646,2025-11-28,clearwater-sales,lambda,dev,41.43
cost-12647,2025-11-28,clearwater-sales,lambda,uat,88.78
cost-12648,2025-11-28,clearwater-sales,lambda,prod,278.43
cost-12649,2025-11-28,clearwater-sales,eks,dev,12.10
cost-12650,2025-11-28,clearwater-sales,eks,uat,22.30
cost-12651,2025-11-28,clearwater-sales,eks,prod,92.55
cost-12652,2025-11-28,clearwater-sales,cloudwatch,dev,11.30
cost-12653,2025-11-28,clearwater-sales,cloudwatch,uat,19.84
cost-12654,2025-11-28,clearwater-sales,cloudwatch,prod,70.46
cost-12655,2025-11-28,clearwater-collateral,ec2,dev,14.01
cost-12656,2025-11-28,clearwater-collateral,ec2,uat,26.30
cost-12657,2025-11-28,clearwater-collateral,ec2,prod,88.88
cost-12658,2025-11-28,clearwater-collateral,rds,dev,36.01
cost-12659,2025-11-28,clearwater-collateral,rds,uat,71.89
cost-12660,2025-11-28,clearwater-collateral,rds,prod,260.05
cost-12661,2025-11-28,clearwater-collateral,s3,dev,26.91
cost-12662,2025-11-28,clearwater-collateral,s3,uat,59.33
cost-12663,2025-11-28,clearwater-collateral,s3,prod,181.52
cost-12664,2025-11-28,clearwater-collateral,lambda,dev,8.62
cost-12665,2025-11-28,clearwater-collateral,lambda,uat,15.54
cost-12666,2025-11-28,clearwater-collateral,lambda,prod,48.00
cost-12667,2025-11-28,clearwater-collateral,eks,dev,6.17
cost-12668,2025-11-28,clearwater-collateral,eks,uat,11.51
cost-12669,2025-11-28,clearwater-collateral,eks,prod,40.82
cost-12670,2025-11-28,clearwater-collateral,cloudwatch,dev,4.37
cost-12671,2025-11-28,clearwater-collateral,cloudwatch,uat,8.83
cost-12672,2025-11-28,clearwater-collateral,cloudwatch,prod,28.23
cost-12673,2025-11-29,clearwater-trade,ec2,dev,109.99
cost-12674,2025-11-29,clearwater-trade,ec2,uat,229.65
cost-12675,2025-11-29,clearwater-trade,ec2,prod,698.84
cost-12676,2025-11-29,clearwater-trade,rds,dev,81.24
cost-12677,2025-11-29,clearwater-trade,rds,uat,139.51
cost-12678,2025-11-29,clearwater-trade,rds,prod,512.66
cost-12679,2025-11-29,clearwater-trade,s3,dev,16.52
cost-12680,2025-11-29,clearwater-trade,s3,uat,29.16
cost-12681,2025-11-29,clearwater-trade,s3,prod,97.60
cost-12682,2025-11-29,clearwater-trade,lambda,dev,30.69
cost-12683,2025-11-29,clearwater-trade,lambda,uat,54.80
cost-12684,2025-11-29,clearwater-trade,lambda,prod,173.02
cost-12685,2025-11-29,clearwater-trade,eks,dev,56.36
cost-12686,2025-11-29,clearwater-trade,eks,uat,105.93
cost-12687,2025-11-29,clearwater-trade,eks,prod,448.77
cost-12688,2025-11-29,clearwater-trade,cloudwatch,dev,14.11
cost-12689,2025-11-29,clearwater-trade,cloudwatch,uat,26.26
cost-12690,2025-11-29,clearwater-trade,cloudwatch,prod,103.04
cost-12691,2025-11-29,clearwater-settlement,ec2,dev,73.98
cost-12692,2025-11-29,clearwater-settlement,ec2,uat,163.80
cost-12693,2025-11-29,clearwater-settlement,ec2,prod,492.71
cost-12694,2025-11-29,clearwater-settlement,rds,dev,85.22
cost-12695,2025-11-29,clearwater-settlement,rds,uat,145.70
cost-12696,2025-11-29,clearwater-settlement,rds,prod,475.90
cost-12697,2025-11-29,clearwater-settlement,s3,dev,17.79
cost-12698,2025-11-29,clearwater-settlement,s3,uat,37.18
cost-12699,2025-11-29,clearwater-settlement,s3,prod,141.23
cost-12700,2025-11-29,clearwater-settlement,lambda,dev,32.82
cost-12701,2025-11-29,clearwater-settlement,lambda,uat,55.15
cost-12702,2025-11-29,clearwater-settlement,lambda,prod,179.00
cost-12703,2025-11-29,clearwater-settlement,eks,dev,36.34
cost-12704,2025-11-29,clearwater-settlement,eks,uat,80.41
